Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
10,19,6,0,,,,101.664,0,0,0,0.0
10,20,6,0,,,,95.568,0,0,0,0.0
10,21,6,0,,,,98.844,0,0,0,0.0
10,22,6,0,,,,89.4,0,0,0,0.0
10,23,6,0,,,,66.144,0,0,0,0.0
10,24,6,0,,,,60.972,0,0,0,0.0
10,1,7,0,,,,60.144,0,0,0,0.0
10,2,7,0,,,,61.824,0,0,0,0.0
10,3,7,0,,,,60.9,0,0,0,0.0
10,4,7,0,,,,57.648,0,0,0,0.0
10,5,7,0,,,,59.736,0,0,0,0.0
10,6,7,0,,,,61.716,0,0,0,0.0
10,7,7,0,,,,64.62,0,0,0,0.0
10,8,7,0,,,,80.976,0,0,0,0.0
10,9,7,0,,,,115.356,0,0,0,0.0
10,10,7,0,,,,115.56,0,0,0,12.5
10,11,7,0,,,,100.776,0,0,0,42.5
10,12,7,0,,,,98.952,0,0,0,79.16666666666667
10,13,7,0,,,,99.552,0,0,0,120.0
10,14,7,0,,,,96.24,0,0,0,143.33333333333334
10,15,7,0,,,,109.176,0,0,0,121.66666666666669
10,16,7,0,,,,97.968,0,0,0,135.83333333333334
10,17,7,0,,,,96.192,0,0,0,79.16666666666667
10,18,7,0,,,,100.2,0,0,0,12.5
10,19,7,0,,,,98.172,0,0,0,0.0
10,20,7,0,,,,95.988,0,0,0,0.0
10,21,7,0,,,,96.756,0,0,0,0.0
10,22,7,0,,,,90.312,0,0,0,0.0
10,23,7,0,,,,66.504,0,0,0,0.0
10,24,7,0,,,,64.032,0,0,0,0.0
10,1,1,0,,,,61.872,0,0,0,0.0
10,2,1,0,,,,62.76,0,0,0,0.0
10,3,1,0,,,,60.372,0,0,0,0.0
10,4,1,0,,,,60.132,0,0,0,0.0
10,5,1,0,,,,62.184,0,0,0,0.0
10,6,1,0,,,,61.356,0,0,0,0.0
10,7,1,0,,,,65.16,0,0,0,0.0
10,8,1,0,,,,111.252,0,0,0,0.0
10,9,1,0,,,,133.512,0,0,0,0.0
10,10,1,0,,,,124.476,0,0,0,13.333333333333334
10,11,1,0,,,,113.712,0,0,0,30.0
10,12,1,0,,,,105.588,0,0,0,166.66666666666666
10,13,1,0,,,,101.664,0,0,0,233.33333333333331
10,14,1,0,,,,94.284,0,0,0,253.33333333333331
10,15,1,0,,,,90.432,0,0,0,231.66666666666663
10,16,1,0,,,,69.204,0,0,0,181.66666666666663
10,17,1,0,,,,74.868,0,0,0,93.33333333333331
10,18,1,0,,,,98.22,0,0,0,15.833333333333334
10,19,1,0,,,,97.392,0,0,0,0.0
10,20,1,0,,,,95.832,0,0,0,0.0
10,21,1,0,,,,99.636,0,0,0,0.0
10,22,1,0,,,,89.664,0,0,0,0.0
10,23,1,0,,,,63.924,0,0,0,0.0
10,24,1,0,,,,55.44,0,0,0,0.0
10,1,2,0,,,,56.436,0,0,0,0.0
10,2,2,0,,,,59.364,0,0,0,0.0
10,3,2,0,,,,57.168,0,0,0,0.0
10,4,2,0,,,,59.424,0,0,0,0.0
10,5,2,0,,,,60.504,0,0,0,0.0
10,6,2,0,,,,61.404,0,0,0,0.0
10,7,2,0,,,,69.0,0,0,0,0.0
10,8,2,0,,,,115.224,0,0,0,0.0
10,9,2,0,,,,134.22,0,0,0,0.0
10,10,2,0,,,,122.688,0,0,0,5.833333333333333
10,11,2,0,,,,106.068,0,0,0,49.16666666666666
10,12,2,0,,,,112.368,0,0,0,90.83333333333331
10,13,2,0,,,,107.76,0,0,0,90.0
10,14,2,0,,,,103.488,0,0,0,141.66666666666666
10,15,2,0,,,,89.112,0,0,0,195.0
10,16,2,0,,,,77.808,0,0,0,164.16666666666666
10,17,2,0,,,,94.212,0,0,0,50.0
10,18,2,0,,,,96.3,0,0,0,3.333333333333333
10,19,2,0,,,,93.564,0,0,0,0.0
10,20,2,0,,,,99.456,0,0,0,0.0
10,21,2,0,,,,96.156,0,0,0,0.0
10,22,2,0,,,,83.892,0,0,0,0.0
10,23,2,0,,,,63.408,0,0,0,0.0
10,24,2,0,,,,64.824,0,0,0,0.0
10,1,3,0,,,,56.868,0,0,0,0.0
10,2,3,0,,,,58.164,0,0,0,0.0
10,3,3,0,,,,58.176,0,0,0,0.0
10,4,3,0,,,,56.748,0,0,0,0.0
10,5,3,0,,,,57.876,0,0,0,0.0
10,6,3,0,,,,56.748,0,0,0,0.0
10,7,3,0,,,,68.736,0,0,0,0.0
10,8,3,0,,,,95.628,0,0,0,0.0
10,9,3,0,,,,127.884,0,0,0,0.0
10,10,3,0,,,,120.396,0,0,0,2.5
10,11,3,0,,,,115.464,0,0,0,29.166666666666668
10,12,3,0,,,,109.32,0,0,0,105.0
10,13,3,0,,,,93.816,0,0,0,150.83333333333334
10,14,3,0,,,,98.904,0,0,0,174.16666666666666
10,15,3,0,,,,96.096,0,0,0,210.0
10,16,3,0,,,,88.908,0,0,0,110.0
10,17,3,0,,,,92.328,0,0,0,80.0
10,18,3,0,,,,100.128,0,0,0,11.666666666666666
10,19,3,0,,,,93.636,0,0,0,0.0
10,20,3,0,,,,97.224,0,0,0,0.0
10,21,3,0,,,,94.212,0,0,0,0.0
10,22,3,0,,,,89.94,0,0,0,0.0
10,23,3,0,,,,64.008,0,0,0,0.0
10,24,3,0,,,,54.588,0,0,0,0.0
10,1,4,0,,,,54.0,0,0,0,0.0
10,2,4,0,,,,60.72,0,0,0,0.0
10,3,4,0,,,,59.868,0,0,0,0.0
10,4,4,0,,,,60.876,0,0,0,0.0
10,5,4,0,,,,60.744,0,0,0,0.0
10,6,4,0,,,,58.848,0,0,0,0.0
10,7,4,0,,,,67.992,0,0,0,0.0
10,8,4,0,,,,109.044,0,0,0,0.0
10,9,4,0,,,,129.156,0,0,0,0.0
10,10,4,0,,,,119.532,0,0,0,14.166666666666666
10,11,4,0,,,,112.176,0,0,0,33.333333333333336
10,12,4,0,,,,102.552,0,0,0,129.16666666666666
10,13,4,0,,,,103.62,0,0,0,125.83333333333331
10,14,4,0,,,,103.14,0,0,0,162.5
10,15,4,0,,,,112.896,0,0,0,93.33333333333331
10,16,4,0,,,,101.148,0,0,0,60.833333333333336
10,17,4,0,,,,99.504,0,0,0,37.5
10,18,4,0,,,,94.452,0,0,0,5.0
10,19,4,0,,,,91.884,0,0,0,0.0
10,20,4,0,,,,95.376,0,0,0,0.0
10,21,4,0,,,,84.828,0,0,0,0.0
10,22,4,0,,,,80.46,0,0,0,0.0
10,23,4,0,,,,64.536,0,0,0,0.0
10,24,4,0,,,,57.936,0,0,0,0.0
10,1,5,0,,,,55.392,0,0,0,0.0
10,2,5,0,,,,55.248,0,0,0,0.0
10,3,5,0,,,,54.936,0,0,0,0.0
10,4,5,0,,,,54.552,0,0,0,0.0
10,5,5,0,,,,53.772,0,0,0,0.0
10,6,5,0,,,,54.204,0,0,0,0.0
10,7,5,0,,,,58.38,0,0,0,0.0
10,8,5,0,,,,92.844,0,0,0,0.0
10,9,5,0,,,,122.664,0,0,0,0.0
10,10,5,0,,,,117.18,0,0,0,0.0
10,11,5,0,,,,114.204,0,0,0,2.5
10,12,5,0,,,,107.82,0,0,0,30.83333333333333
10,13,5,0,,,,106.188,0,0,0,40.0
10,14,5,0,,,,107.364,0,0,0,32.5
10,15,5,0,,,,104.856,0,0,0,33.333333333333336
10,16,5,0,,,,97.98,0,0,0,16.666666666666668
10,17,5,0,,,,100.404,0,0,0,19.166666666666668
10,18,5,0,,,,94.788,0,0,0,5.0
10,19,5,0,,,,91.452,0,0,0,0.0
10,20,5,0,,,,92.652,0,0,0,0.0
10,21,5,0,,,,99.552,0,0,0,0.0
10,22,5,0,,,,83.94,0,0,0,0.0
10,23,5,0,,,,61.704,0,0,0,0.0
10,24,5,0,,,,53.904,0,0,0,0.0
10,1,6,0,,,,51.012,0,0,0,0.0
10,2,6,0,,,,53.472,0,0,0,0.0
10,3,6,0,,,,52.644,0,0,0,0.0
10,4,6,0,,,,52.512,0,0,0,0.0
10,5,6,0,,,,57.084,0,0,0,0.0
10,6,6,0,,,,57.276,0,0,0,0.0
10,7,6,0,,,,62.556,0,0,0,0.0
10,8,6,0,,,,85.464,0,0,0,0.0
10,9,6,0,,,,120.288,0,0,0,0.0
10,10,6,0,,,,112.584,0,0,0,0.0
10,11,6,0,,,,118.02,0,0,0,6.666666666666667
10,12,6,0,,,,108.432,0,0,0,50.833333333333336
10,13,6,0,,,,102.036,0,0,0,102.5
10,14,6,0,,,,104.22,0,0,0,130.0
10,15,6,0,,,,101.112,0,0,0,93.33333333333331
10,16,6,0,,,,89.604,0,0,0,84.16666666666667
10,17,6,0,,,,93.576,0,0,0,35.833333333333336
10,18,6,0,,,,102.804,0,0,0,4.166666666666667
10,19,6,0,,,,98.256,0,0,0,0.0
10,20,6,0,,,,99.024,0,0,0,0.0
10,21,6,0,,,,96.576,0,0,0,0.0
10,22,6,0,,,,95.736,0,0,0,0.0
10,23,6,0,,,,73.008,0,0,0,0.0
10,24,6,0,,,,59.832,0,0,0,0.0
10,1,7,0,,,,53.628,0,0,0,0.0
10,2,7,0,,,,58.956,0,0,0,0.0
10,3,7,0,,,,58.428,0,0,0,0.0
10,4,7,0,,,,55.572,0,0,0,0.0
10,5,7,0,,,,55.26,0,0,0,0.0
10,6,7,0,,,,58.428,0,0,0,0.0
10,7,7,0,,,,58.536,0,0,0,0.0
10,8,7,0,,,,70.248,0,0,0,0.0
10,9,7,0,,,,84.024,0,0,0,8.333333333333334
10,10,7,0,,,,114.264,0,0,0,22.5
10,11,7,0,,,,121.428,0,0,0,95.83333333333331
10,12,7,0,,,,112.512,0,0,0,184.16666666666663
10,13,7,0,,,,97.152,0,0,0,94.16666666666669
10,14,7,0,,,,105.66,0,0,0,40.833333333333336
10,15,7,0,,,,112.836,0,0,0,37.5
10,16,7,0,,,,105.084,0,0,0,43.333333333333336
10,17,7,0,,,,103.332,0,0,0,4.166666666666667
10,18,7,0,,,,107.496,0,0,0,0.0
10,19,7,0,,,,100.416,0,0,0,0.0
10,20,7,0,,,,100.152,0,0,0,0.0
10,21,7,0,,,,101.136,0,0,0,0.0
10,22,7,0,,,,95.076,0,0,0,0.0
10,23,7,0,,,,88.068,0,0,0,0.0
10,24,7,0,,,,61.104,0,0,0,0.0
10,1,1,0,,,,56.772,0,0,0,0.0
10,2,1,0,,,,54.42,0,0,0,0.0
10,3,1,0,,,,54.276,0,0,0,0.0
10,4,1,0,,,,54.852,0,0,0,0.0
10,5,1,0,,,,56.58,0,0,0,0.0
10,6,1,0,,,,56.832,0,0,0,0.0
10,7,1,0,,,,59.652,0,0,0,0.0
10,8,1,0,,,,68.4,0,0,0,0.0
10,9,1,0,,,,106.284,0,0,0,8.333333333333334
10,10,1,0,,,,127.32,0,0,0,17.5
10,11,1,0,,,,121.716,0,0,0,60.833333333333336
10,12,1,0,,,,110.016,0,0,0,66.66666666666667
10,13,1,0,,,,105.516,0,0,0,84.16666666666667
10,14,1,0,,,,110.64,0,0,0,91.66666666666669
10,15,1,0,,,,111.528,0,0,0,54.16666666666666
10,16,1,0,,,,103.824,0,0,0,20.83333333333333
10,17,1,0,,,,99.012,0,0,0,2.5
10,18,1,0,,,,107.148,0,0,0,0.0
10,19,1,0,,,,94.212,0,0,0,0.0
10,20,1,0,,,,96.696,0,0,0,0.0
10,21,1,0,,,,98.712,0,0,0,0.0
10,22,1,0,,,,97.728,0,0,0,0.0
10,23,1,0,,,,86.604,0,0,0,0.0
10,24,1,0,,,,63.456,0,0,0,0.0
11,1,2,0,,,,53.076,0,0,0,0.0
11,2,2,0,,,,53.136,0,0,0,0.0
11,3,2,0,,,,53.844,0,0,0,0.0
11,4,2,0,,,,53.004,0,0,0,0.0
11,5,2,0,,,,56.604,0,0,0,0.0
11,6,2,0,,,,56.016,0,0,0,0.0
11,7,2,0,,,,55.956,0,0,0,0.0
11,8,2,0,,,,65.388,0,0,0,0.0
11,9,2,0,,,,95.844,0,0,0,8.333333333333334
11,10,2,0,,,,122.46,0,0,0,35.0
11,11,2,0,,,,121.404,0,0,0,90.83333333333331
11,12,2,0,,,,112.656,0,0,0,174.16666666666666
11,13,2,0,,,,109.596,0,0,0,186.66666666666663
11,14,2,0,,,,119.868,0,0,0,166.66666666666666
11,15,2,0,,,,120.984,0,0,0,99.16666666666669
11,16,2,0,,,,115.476,0,0,0,34.166666666666664
11,17,2,0,,,,106.284,0,0,0,2.5
11,18,2,0,,,,109.416,0,0,0,0.0
11,19,2,0,,,,99.528,0,0,0,0.0
11,20,2,0,,,,96.54,0,0,0,0.0
11,21,2,0,,,,95.184,0,0,0,0.0
11,22,2,0,,,,97.884,0,0,0,0.0
11,23,2,0,,,,87.984,0,0,0,0.0
11,24,2,0,,,,64.812,0,0,0,0.0
11,1,3,0,,,,58.164,0,0,0,0.0
11,2,3,0,,,,59.148,0,0,0,0.0
11,3,3,0,,,,55.296,0,0,0,0.0
11,4,3,0,,,,57.264,0,0,0,0.0
11,5,3,0,,,,57.204,0,0,0,0.0
11,6,3,0,,,,59.532,0,0,0,0.0
11,7,3,0,,,,60.912,0,0,0,0.0
11,8,3,0,,,,61.368,0,0,0,0.0
11,9,3,0,,,,103.752,0,0,0,8.333333333333334
11,10,3,0,,,,134.232,0,0,0,44.16666666666666
11,11,3,0,,,,117.348,0,0,0,63.333333333333336
11,12,3,0,,,,101.052,0,0,0,97.5
11,13,3,0,,,,111.048,0,0,0,121.66666666666669
11,14,3,0,,,,109.044,0,0,0,117.5
11,15,3,0,,,,111.948,0,0,0,95.83333333333331
11,16,3,0,,,,114.984,0,0,0,40.833333333333336
11,17,3,0,,,,88.968,0,0,0,2.5
11,18,3,0,,,,97.716,0,0,0,0.0
11,19,3,0,,,,97.956,0,0,0,0.0
11,20,3,0,,,,97.668,0,0,0,0.0
11,21,3,0,,,,98.712,0,0,0,0.0
11,22,3,0,,,,103.956,0,0,0,0.0
11,23,3,0,,,,97.668,0,0,0,0.0
11,24,3,0,,,,64.812,0,0,0,0.0
11,1,4,0,,,,57.348,0,0,0,0.0
11,2,4,0,,,,56.976,0,0,0,0.0
11,3,4,0,,,,57.996,0,0,0,0.0
11,4,4,0,,,,62.676,0,0,0,0.0
11,5,4,0,,,,59.436,0,0,0,0.0
11,6,4,0,,,,63.12,0,0,0,0.0
11,7,4,0,,,,63.612,0,0,0,0.0
11,8,4,0,,,,66.576,0,0,0,0.0
11,9,4,0,,,,116.532,0,0,0,6.666666666666667
11,10,4,0,,,,138.708,0,0,0,22.5
11,11,4,0,,,,120.312,0,0,0,80.83333333333333
11,12,4,0,,,,105.564,0,0,0,173.33333333333334
11,13,4,0,,,,113.256,0,0,0,220.83333333333331
11,14,4,0,,,,114.528,0,0,0,172.5
11,15,4,0,,,,107.46,0,0,0,48.333333333333336
11,16,4,0,,,,108.468,0,0,0,25.0
11,17,4,0,,,,112.716,0,0,0,1.6666666666666667
11,18,4,0,,,,110.1,0,0,0,0.0
11,19,4,0,,,,101.268,0,0,0,0.0
11,20,4,0,,,,95.04,0,0,0,0.0
11,21,4,0,,,,92.952,0,0,0,0.0
11,22,4,0,,,,101.052,0,0,0,0.0
11,23,4,0,,,,89.628,0,0,0,0.0
11,24,4,0,,,,61.44,0,0,0,0.0
11,1,5,0,,,,61.308,0,0,0,0.0
11,2,5,0,,,,56.64,0,0,0,0.0
11,3,5,0,,,,60.204,0,0,0,0.0
11,4,5,0,,,,56.856,0,0,0,0.0
11,5,5,0,,,,56.076,0,0,0,0.0
11,6,5,0,,,,55.428,0,0,0,0.0
11,7,5,0,,,,59.34,0,0,0,0.0
11,8,5,0,,,,67.632,0,0,0,0.0
11,9,5,0,,,,92.016,0,0,0,5.0
11,10,5,0,,,,119.4,0,0,0,24.166666666666668
11,11,5,0,,,,115.68,0,0,0,77.5
11,12,5,0,,,,113.724,0,0,0,155.83333333333334
11,13,5,0,,,,117.54,0,0,0,166.66666666666666
11,14,5,0,,,,112.752,0,0,0,148.33333333333334
11,15,5,0,,,,112.008,0,0,0,102.5
11,16,5,0,,,,118.884,0,0,0,25.0
11,17,5,0,,,,105.216,0,0,0,1.6666666666666667
11,18,5,0,,,,113.136,0,0,0,0.0
11,19,5,0,,,,97.8,0,0,0,0.0
11,20,5,0,,,,97.176,0,0,0,0.0
11,21,5,0,,,,104.304,0,0,0,0.0
11,22,5,0,,,,96.192,0,0,0,0.0
11,23,5,0,,,,88.98,0,0,0,0.0
11,24,5,0,,,,64.5,0,0,0,0.0
11,1,6,0,,,,59.316,0,0,0,0.0
11,2,6,0,,,,58.836,0,0,0,0.0
11,3,6,0,,,,61.02,0,0,0,0.0
11,4,6,0,,,,59.82,0,0,0,0.0
11,5,6,0,,,,60.288,0,0,0,0.0
11,6,6,0,,,,61.176,0,0,0,0.0
11,7,6,0,,,,61.068,0,0,0,0.0
11,8,6,0,,,,63.072,0,0,0,0.0
11,9,6,0,,,,84.0,0,0,0,1.6666666666666667
11,10,6,0,,,,125.892,0,0,0,30.83333333333333
11,11,6,0,,,,116.472,0,0,0,39.16666666666666
11,12,6,0,,,,107.148,0,0,0,104.16666666666669
11,13,6,0,,,,107.772,0,0,0,85.0
11,14,6,0,,,,97.152,0,0,0,26.666666666666668
11,15,6,0,,,,102.18,0,0,0,9.166666666666666
11,16,6,0,,,,101.4,0,0,0,2.5
11,17,6,0,,,,101.352,0,0,0,0.0
11,18,6,0,,,,104.316,0,0,0,0.0
11,19,6,0,,,,102.972,0,0,0,0.0
11,20,6,0,,,,98.088,0,0,0,0.0
11,21,6,0,,,,100.248,0,0,0,0.0
11,22,6,0,,,,99.888,0,0,0,0.0
11,23,6,0,,,,93.948,0,0,0,0.0
11,24,6,0,,,,93.636,0,0,0,0.0
11,1,7,0,,,,93.0,0,0,0,0.0
11,2,7,0,,,,97.764,0,0,0,0.0
11,3,7,0,,,,92.52,0,0,0,0.0
11,4,7,0,,,,91.356,0,0,0,0.0
11,5,7,0,,,,89.004,0,0,0,0.0
11,6,7,0,,,,92.244,0,0,0,0.0
11,7,7,0,,,,92.292,0,0,0,0.0
11,8,7,0,,,,93.3,0,0,0,0.0
11,9,7,0,,,,103.068,0,0,0,0.8333333333333334
11,10,7,0,,,,121.116,0,0,0,21.666666666666668
11,11,7,0,,,,112.644,0,0,0,78.33333333333333
11,12,7,0,,,,111.852,0,0,0,145.83333333333334
11,13,7,0,,,,104.712,0,0,0,135.83333333333334
11,14,7,0,,,,98.148,0,0,0,85.83333333333333
11,15,7,0,,,,111.864,0,0,0,74.16666666666667
11,16,7,0,,,,96.228,0,0,0,21.666666666666668
11,17,7,0,,,,90.432,0,0,0,0.8333333333333334
11,18,7,0,,,,100.896,0,0,0,0.0
11,19,7,0,,,,102.492,0,0,0,0.0
11,20,7,0,,,,91.56,0,0,0,0.0
11,21,7,0,,,,93.036,0,0,0,0.0
11,22,7,0,,,,99.18,0,0,0,0.0
11,23,7,0,,,,95.04,0,0,0,0.0
11,24,7,0,,,,98.82,0,0,0,0.0
11,1,1,0,,,,102.624,0,0,0,0.0
11,2,1,0,,,,98.556,0,0,0,0.0
11,3,1,0,,,,100.152,0,0,0,0.0
11,4,1,0,,,,97.584,0,0,0,0.0
11,5,1,0,,,,99.66,0,0,0,0.0
11,6,1,0,,,,99.396,0,0,0,0.0
11,7,1,0,,,,98.244,0,0,0,0.0
11,8,1,0,,,,102.948,0,0,0,0.0
11,9,1,0,,,,126.204,0,0,0,2.5
11,10,1,0,,,,135.744,0,0,0,21.666666666666668
11,11,1,0,,,,122.436,0,0,0,59.16666666666666
11,12,1,0,,,,118.512,0,0,0,144.16666666666666
11,13,1,0,,,,124.416,0,0,0,140.83333333333334
11,14,1,0,,,,112.836,0,0,0,136.66666666666666
11,15,1,0,,,,112.584,0,0,0,94.16666666666669
11,16,1,0,,,,123.096,0,0,0,27.5
11,17,1,0,,,,119.904,0,0,0,0.8333333333333334
11,18,1,0,,,,112.956,0,0,0,0.0
11,19,1,0,,,,107.964,0,0,0,0.0
11,20,1,0,,,,106.032,0,0,0,0.0
11,21,1,0,,,,108.3,0,0,0,0.0
11,22,1,0,,,,104.412,0,0,0,0.0
11,23,1,0,,,,105.972,0,0,0,0.0
11,24,1,0,,,,101.532,0,0,0,0.0
11,1,2,0,,,,96.396,0,0,0,0.0
11,2,2,0,,,,96.312,0,0,0,0.0
11,3,2,0,,,,95.016,0,0,0,0.0
11,4,2,0,,,,93.924,0,0,0,0.0
11,5,2,0,,,,96.972,0,0,0,0.0
11,6,2,0,,,,96.876,0,0,0,0.0
11,7,2,0,,,,95.52,0,0,0,0.0
11,8,2,0,,,,99.36,0,0,0,0.0
11,9,2,0,,,,121.656,0,0,0,5.0
11,10,2,0,,,,143.976,0,0,0,19.166666666666668
11,11,2,0,,,,122.544,0,0,0,62.5
11,12,2,0,,,,128.004,0,0,0,144.16666666666666
11,13,2,0,,,,133.548,0,0,0,135.83333333333334
11,14,2,0,,,,123.672,0,0,0,113.33333333333331
11,15,2,0,,,,121.98,0,0,0,81.66666666666667
11,16,2,0,,,,135.72,0,0,0,17.5
11,17,2,0,,,,117.408,0,0,0,0.0
11,18,2,0,,,,112.704,0,0,0,0.0
11,19,2,0,,,,108.492,0,0,0,0.0
11,20,2,0,,,,108.108,0,0,0,0.0
11,21,2,0,,,,106.02,0,0,0,0.0
11,22,2,0,,,,103.38,0,0,0,0.0
11,23,2,0,,,,105.672,0,0,0,0.0
11,24,2,0,,,,104.112,0,0,0,0.0
11,1,3,0,,,,93.228,0,0,0,0.0
11,2,3,0,,,,95.844,0,0,0,0.0
11,3,3,0,,,,98.076,0,0,0,0.0
11,4,3,0,,,,97.104,0,0,0,0.0
11,5,3,0,,,,99.396,0,0,0,0.0
11,6,3,0,,,,98.316,0,0,0,0.0
11,7,3,0,,,,96.216,0,0,0,0.0
11,8,3,0,,,,95.232,0,0,0,0.0
11,9,3,0,,,,123.612,0,0,0,0.0
11,10,3,0,,,,132.924,0,0,0,15.0
11,11,3,0,,,,127.776,0,0,0,67.5
11,12,3,0,,,,117.036,0,0,0,87.5
11,13,3,0,,,,115.248,0,0,0,152.5
11,14,3,0,,,,107.364,0,0,0,107.5
11,15,3,0,,,,111.684,0,0,0,53.333333333333336
11,16,3,0,,,,118.968,0,0,0,11.666666666666666
11,17,3,0,,,,112.944,0,0,0,0.0
11,18,3,0,,,,107.88,0,0,0,0.0
11,19,3,0,,,,100.056,0,0,0,0.0
11,20,3,0,,,,103.896,0,0,0,0.0
11,21,3,0,,,,106.26,0,0,0,0.0
11,22,3,0,,,,95.592,0,0,0,0.0
11,23,3,0,,,,101.376,0,0,0,0.0
11,24,3,0,,,,94.416,0,0,0,0.0
11,1,4,0,,,,93.78,0,0,0,0.0
11,2,4,0,,,,94.728,0,0,0,0.0
11,3,4,0,,,,90.396,0,0,0,0.0
11,4,4,0,,,,89.712,0,0,0,0.0
11,5,4,0,,,,91.68,0,0,0,0.0
11,6,4,0,,,,89.916,0,0,0,0.0
11,7,4,0,,,,94.548,0,0,0,0.0
11,8,4,0,,,,94.056,0,0,0,0.0
11,9,4,0,,,,137.196,0,0,0,0.8333333333333334
11,10,4,0,,,,139.74,0,0,0,16.666666666666668
11,11,4,0,,,,127.08,0,0,0,36.66666666666666
11,12,4,0,,,,117.204,0,0,0,72.5
11,13,4,0,,,,132.12,0,0,0,40.833333333333336
11,14,4,0,,,,125.04,0,0,0,30.0
11,15,4,0,,,,115.104,0,0,0,15.833333333333334
11,16,4,0,,,,118.056,0,0,0,0.0
11,17,4,0,,,,116.46,0,0,0,0.0
11,18,4,0,,,,115.5,0,0,0,0.0
11,19,4,0,,,,97.584,0,0,0,0.0
11,20,4,0,,,,92.316,0,0,0,0.0
11,21,4,0,,,,92.148,0,0,0,0.0
11,22,4,0,,,,91.764,0,0,0,0.0
11,23,4,0,,,,96.468,0,0,0,0.0
11,24,4,0,,,,83.784,0,0,0,0.0
11,1,5,0,,,,81.084,0,0,0,0.0
11,2,5,0,,,,86.628,0,0,0,0.0
11,3,5,0,,,,82.5,0,0,0,0.0
11,4,5,0,,,,85.548,0,0,0,0.0
11,5,5,0,,,,89.256,0,0,0,0.0
11,6,5,0,,,,87.732,0,0,0,0.0
11,7,5,0,,,,91.332,0,0,0,0.0
11,8,5,0,,,,91.02,0,0,0,0.0
11,9,5,0,,,,103.848,0,0,0,0.0
11,10,5,0,,,,122.952,0,0,0,3.333333333333333
11,11,5,0,,,,111.192,0,0,0,11.666666666666666
11,12,5,0,,,,115.236,0,0,0,30.83333333333333
11,13,5,0,,,,122.76,0,0,0,39.16666666666666
11,14,5,0,,,,111.204,0,0,0,10.833333333333334
11,15,5,0,,,,111.576,0,0,0,10.833333333333334
11,16,5,0,,,,120.756,0,0,0,2.5
11,17,5,0,,,,109.284,0,0,0,0.0
11,18,5,0,,,,103.452,0,0,0,0.0
11,19,5,0,,,,96.432,0,0,0,0.0
11,20,5,0,,,,95.508,0,0,0,0.0
11,21,5,0,,,,99.36,0,0,0,0.0
11,22,5,0,,,,89.208,0,0,0,0.0
11,23,5,0,,,,87.108,0,0,0,0.0
11,24,5,0,,,,90.912,0,0,0,0.0
11,1,6,0,,,,89.772,0,0,0,0.0
11,2,6,0,,,,87.948,0,0,0,0.0
11,3,6,0,,,,92.268,0,0,0,0.0
11,4,6,0,,,,91.368,0,0,0,0.0
11,5,6,0,,,,87.216,0,0,0,0.0
11,6,6,0,,,,90.396,0,0,0,0.0
11,7,6,0,,,,92.592,0,0,0,0.0
11,8,6,0,,,,92.94,0,0,0,0.0
11,9,6,0,,,,109.704,0,0,0,0.8333333333333334
11,10,6,0,,,,121.404,0,0,0,15.0
11,11,6,0,,,,107.58,0,0,0,38.333333333333336
11,12,6,0,,,,107.028,0,0,0,52.5
11,13,6,0,,,,91.032,0,0,0,40.833333333333336
11,14,6,0,,,,99.132,0,0,0,38.333333333333336
11,15,6,0,,,,110.232,0,0,0,22.5
11,16,6,0,,,,95.928,0,0,0,8.333333333333334
11,17,6,0,,,,94.044,0,0,0,0.0
11,18,6,0,,,,102.852,0,0,0,0.0
11,19,6,0,,,,102.096,0,0,0,0.0
11,20,6,0,,,,96.708,0,0,0,0.0
11,21,6,0,,,,95.532,0,0,0,0.0
11,22,6,0,,,,97.116,0,0,0,0.0
11,23,6,0,,,,100.464,0,0,0,0.0
11,24,6,0,,,,94.632,0,0,0,0.0
11,1,7,0,,,,91.092,0,0,0,0.0
11,2,7,0,,,,92.34,0,0,0,0.0
11,3,7,0,,,,89.1,0,0,0,0.0
11,4,7,0,,,,89.52,0,0,0,0.0
11,5,7,0,,,,92.976,0,0,0,0.0
11,6,7,0,,,,86.94,0,0,0,0.0
11,7,7,0,,,,84.564,0,0,0,0.0
11,8,7,0,,,,86.616,0,0,0,0.0
11,9,7,0,,,,93.132,0,0,0,0.0
11,10,7,0,,,,99.588,0,0,0,6.666666666666667
11,11,7,0,,,,125.232,0,0,0,15.0
11,12,7,0,,,,117.072,0,0,0,29.166666666666668
11,13,7,0,,,,132.984,0,0,0,71.66666666666667
11,14,7,0,,,,118.752,0,0,0,81.66666666666667
11,15,7,0,,,,113.484,0,0,0,45.0
11,16,7,0,,,,110.676,0,0,0,16.666666666666668
11,17,7,0,,,,98.136,0,0,0,0.0
11,18,7,0,,,,106.248,0,0,0,0.0
11,19,7,0,,,,98.244,0,0,0,0.0
11,20,7,0,,,,91.428,0,0,0,0.0
11,21,7,0,,,,93.972,0,0,0,0.0
11,22,7,0,,,,96.828,0,0,0,0.0
11,23,7,0,,,,98.22,0,0,0,0.0
11,24,7,0,,,,94.26,0,0,0,0.0
